person activity tbody_acceleration_meanx tbody_acceleration_meany tbody_acceleration_meanz tbody_acceleration_stdx tbody_acceleration_stdy tbody_acceleration_stdz tgravity_acceleration_meanx tgravity_acceleration_meany tgravity_acceleration_meanz tgravity_acceleration_stdx tgravity_acceleration_stdy tgravity_acceleration_stdz tbody_acceleration_jerk_signal_meanx tbody_acceleration_jerk_signal_meany tbody_acceleration_jerk_signal_meanz tbody_acceleration_jerk_signal_stdx tbody_acceleration_jerk_signal_stdy tbody_acceleration_jerk_signal_stdz tbody_gyro_angular_velocity_meanx tbody_gyro_angular_velocity_meany tbody_gyro_angular_velocity_meanz tbody_gyro_angular_velocity_stdx tbody_gyro_angular_velocity_stdy tbody_gyro_angular_velocity_stdz tbody_gyro_angular_velocity_jerk_signal_meanx tbody_gyro_angular_velocity_jerk_signal_meany tbody_gyro_angular_velocity_jerk_signal_meanz tbody_gyro_angular_velocity_jerk_signal_stdx tbody_gyro_angular_velocity_jerk_signal_stdy tbody_gyro_angular_velocity_jerk_signal_stdz tbody_acceleration_magnitude_mean tbody_acceleration_magnitude_std tgravity_acceleration_magnitude_mean tgravity_acceleration_magnitude_std tbody_acceleration_jerk_signal_magnitude_mean tbody_acceleration_jerk_signal_magnitude_std tbody_gyro_angular_velocity_magnitude_mean tbody_gyro_angular_velocity_magnitude_std tbody_gyro_angular_velocity_jerk_signal_magnitude_mean tbody_gyro_angular_velocity_jerk_signal_magnitude_std fbody_acceleration_meanx fbody_acceleration_meany fbody_acceleration_meanz fbody_acceleration_stdx fbody_acceleration_stdy fbody_acceleration_stdz fbody_acceleration_jerk_signal_meanx fbody_acceleration_jerk_signal_meany fbody_acceleration_jerk_signal_meanz fbody_acceleration_jerk_signal_stdx fbody_acceleration_jerk_signal_stdy fbody_acceleration_jerk_signal_stdz fbody_gyro_angular_velocity_meanx fbody_gyro_angular_velocity_meany fbody_gyro_angular_velocity_meanz fbody_gyro_angular_velocity_stdx fbody_gyro_angular_velocity_stdy fbody_gyro_angular_velocity_stdz fbody_acceleration_magnitude_mean fbody_acceleration_magnitude_std fbody_bodyacceleration_jerk_signal_magnitude_mean fbody_bodyacceleration_jerk_signal_magnitude_std fbody_bodygyro_angular_velocity_magnitude_mean fbody_bodygyro_angular_velocity_magnitude_std fbody_bodygyro_angular_velocity_jerk_signal_magnitude_mean fbody_bodygyro_angular_velocity_jerk_signal_magnitude_std
8 STANDING 2.7962099e-01 -1.4811307e-02 -1.0611500e-01 -9.8881542e-01 -9.3847943e-01 -9.2606526e-01 9.5766992e-01 -9.0460349e-02 -9.7939202e-02 -9.8769022e-01 -9.5890411e-01 -9.1829391e-01 7.5373905e-02 8.1495173e-03 3.2215327e-03 -9.8919888e-01 -9.7644214e-01 -9.8261090e-01 -2.1967198e-02 -2.8011763e-02 6.3688907e-02 -9.7299038e-01 -9.6942105e-01 -9.7411832e-01 -9.7757576e-02 -4.8519068e-02 -4.7848323e-02 -9.8157309e-01 -9.8550877e-01 -9.8927090e-01 -9.5376288e-01 -9.3718719e-01 -9.5376288e-01 -9.3718719e-01 -9.8492080e-01 -9.7993224e-01 -9.5284850e-01 -9.5322479e-01 -9.8758059e-01 -9.8246033e-01 -9.8821986e-01 -9.5004910e-01 -9.5036294e-01 -9.8918375e-01 -9.3623172e-01 -9.1974496e-01 -9.8902924e-01 -9.7617767e-01 -9.7947719e-01 -9.9041409e-01 -9.7858173e-01 -9.8446574e-01 -9.6967744e-01 -9.7259549e-01 -9.7551228e-01 -9.7420100e-01 -9.6805550e-01 -9.7597646e-01 -9.5374607e-01 -9.3862819e-01 -9.7974587e-01 -9.7913544e-01 -9.6456422e-01 -9.5411983e-01 -9.8370923e-01 -9.8183234e-01
8 WALKING 2.7468631e-01 -1.8662887e-02 -1.0725209e-01 -1.7360574e-01 3.8078205e-01 -1.4208853e-01 9.1358635e-01 -2.1710219e-01 -1.8626784e-01 -9.7475205e-01 -9.5678151e-01 -9.5664010e-01 7.0339349e-02 -6.0394751e-03 -6.7379888e-04 -2.5868863e-01 2.3398754e-01 -3.8320060e-01 2.3508823e-02 -9.5791791e-02 5.0965792e-02 -1.9920972e-01 -2.1199728e-01 -7.5444784e-02 -1.3588643e-01 -3.1488091e-02 -5.2268397e-02 -2.4608275e-01 -4.2805570e-01 -3.8844697e-01 5.1678628e-02 -1.8040728e-01 5.1678628e-02 -1.8040728e-01 -6.6832243e-02 -1.8457105e-01 -3.1024382e-03 -2.3874670e-01 -3.3912927e-01 -5.0295726e-01 -2.4738901e-01 3.1698239e-01 -2.3863459e-01 -1.4838686e-01 3.2484493e-01 -1.5843734e-01 -3.1119871e-01 7.9683287e-02 -3.6156326e-01 -2.7144819e-01 3.1588354e-01 -4.0448251e-01 -1.0206305e-01 -2.5972969e-01 -1.3290220e-01 -2.3425201e-01 -1.9080572e-01 -1.4297423e-01 -9.5217283e-02 -3.6081898e-01 -1.2383441e-01 -2.7643613e-01 -3.0124185e-01 -3.2745958e-01 -4.7302623e-01 -5.8124019e-01
8 WALKING_DOWNSTAIRS 2.8348409e-01 -2.1105867e-02 -1.0759814e-01 2.4139347e-02 3.4382627e-01 1.3371704e-01 9.1402350e-01 -1.8761024e-01 -1.4181793e-01 -9.4576656e-01 -9.4158093e-01 -8.9719001e-01 1.1893809e-01 -3.8019385e-02 -3.9435616e-02 2.5014372e-01 2.8814072e-01 -1.3513627e-02 -1.2118963e-01 -5.0076017e-02 1.1414386e-01 -2.5843089e-01 2.4313121e-02 -1.2956524e-01 -3.4928349e-02 -5.3496969e-02 -8.6790330e-02 -2.6788790e-01 -7.0452651e-02 -1.8960444e-01 1.7659931e-01 1.3133787e-01 1.7659931e-01 1.3133787e-01 2.6262849e-01 2.5340826e-01 9.9342974e-02 -4.6629187e-02 -1.2618914e-01 -1.5748487e-01 1.3659020e-01 3.8841278e-01 1.5958976e-01 -2.6046326e-02 2.3218408e-01 2.1491484e-02 2.1484140e-01 2.2063969e-01 5.8609689e-02 1.7265898e-01 2.7394379e-01 -8.4667419e-02 -1.3074045e-01 1.1609088e-01 2.7749807e-02 -3.0273510e-01 -4.6135632e-02 -2.6825341e-01 3.0162676e-01 -1.5614109e-01 3.3152846e-01 1.3473473e-01 -3.6272967e-04 -2.5559031e-01 -1.2517959e-01 -2.6298447e-01
8 WALKING_UPSTAIRS 2.5888015e-01 -2.8241514e-02 -1.1512212e-01 -1.7171217e-01 3.4876873e-01 1.2118728e-01 8.6036872e-01 -2.9134149e-01 -1.9230696e-01 -9.2667329e-01 -9.3103207e-01 -8.7616893e-01 8.1381681e-02 1.4120592e-02 -6.7458392e-02 -1.8661890e-01 -1.2350110e-02 -4.4751818e-01 1.9270448e-01 -2.0420536e-01 -7.2454603e-02 -3.6742837e-01 -6.6698086e-02 3.3752648e-01 -1.5544567e-01 -2.7919577e-02 -5.3409038e-02 -4.0507069e-01 -4.2467567e-01 -4.3036666e-01 1.2102663e-01 -2.2720025e-01 1.2102663e-01 -2.2720025e-01 -1.4149461e-01 -2.2829636e-01 1.6644799e-01 -1.0932792e-01 -4.0066401e-01 -4.9397503e-01 -1.6641107e-01 2.6343140e-01 -7.2949694e-02 -1.7528499e-01 3.0540146e-01 1.3376619e-01 -2.0027725e-01 -2.5795259e-02 -3.8665580e-01 -2.4733662e-01 -7.0082146e-02 -5.0824832e-01 -2.4026076e-01 -1.1316214e-01 1.6597419e-01 -4.0995558e-01 -4.7880251e-02 2.6320288e-01 -1.3026452e-01 -4.0928285e-01 -1.3185057e-01 -3.7926650e-01 -2.2961095e-01 -1.8332565e-01 -4.6327058e-01 -5.7573329e-01
9 LAYING 2.5919554e-01 -2.0526822e-02 -1.0754972e-01 -9.4233309e-01 -9.1629278e-01 -9.4070729e-01 -5.8025283e-01 -1.1915420e-01 9.5787304e-01 -9.2182106e-01 -9.6999449e-01 -9.7120469e-01 8.8073448e-02 1.1561733e-02 -7.0536779e-03 -9.6474047e-01 -9.6399668e-01 -9.5856246e-01 -1.3632036e-02 -1.5890292e-01 1.0127501e-01 -9.4224651e-01 -9.2661853e-01 -9.6159537e-01 -1.0384668e-01 -2.7552257e-02 -5.6949048e-02 -9.4532903e-01 -9.6217024e-01 -9.7707616e-01 -9.3086844e-01 -9.1512680e-01 -9.3086844e-01 -9.1512680e-01 -9.6337455e-01 -9.5502681e-01 -9.0712510e-01 -8.9855787e-01 -9.6452482e-01 -9.5280156e-01 -9.4686549e-01 -9.3436660e-01 -9.4591900e-01 -9.4098103e-01 -9.1283675e-01 -9.4197116e-01 -9.6430406e-01 -9.6408281e-01 -9.5590922e-01 -9.6860130e-01 -9.6663414e-01 -9.5971472e-01 -9.3029792e-01 -9.3457966e-01 -9.5981501e-01 -9.4638915e-01 -9.2313194e-01 -9.6568631e-01 -9.2660430e-01 -9.2192974e-01 -9.5432059e-01 -9.5509471e-01 -9.1860534e-01 -9.0340058e-01 -9.5580625e-01 -9.5229047e-01
9 SITTING 2.4832674e-01 -2.7016777e-02 -7.5378469e-02 -9.5722779e-01 -8.7514141e-01 -8.3200187e-01 9.1632451e-01 -4.1425823e-02 8.5263099e-02 -9.5528041e-01 -9.4645197e-01 -8.8585411e-01 7.7005006e-02 9.8173973e-03 -8.6746727e-03 -9.6453586e-01 -9.5677754e-01 -9.6188944e-01 -4.2328877e-02 -4.1427118e-02 8.0791929e-02 -9.5902005e-01 -9.1918823e-01 -9.3017683e-01 -9.3070811e-02 -4.6663441e-02 -5.2841490e-02 -9.6453235e-01 -9.7192745e-01 -9.6873889e-01 -8.9336172e-01 -8.6375643e-01 -8.9336172e-01 -8.6375643e-01 -9.6438376e-01 -9.5178024e-01 -9.0323554e-01 -9.0660632e-01 -9.7336414e-01 -9.6636107e-01 -9.5941359e-01 -9.1168322e-01 -8.9220134e-01 -9.5690346e-01 -8.6761361e-01 -8.1800183e-01 -9.6559624e-01 -9.5800739e-01 -9.5752698e-01 -9.6666040e-01 -9.5852299e-01 -9.6494134e-01 -9.5031524e-01 -9.3969301e-01 -9.4031231e-01 -9.6183602e-01 -9.1058336e-01 -9.3418748e-01 -8.9771820e-01 -8.6917251e-01 -9.5305044e-01 -9.4939498e-01 -9.3443774e-01 -9.0647123e-01 -9.6831559e-01 -9.6599701e-01
9 STANDING 2.8231006e-01 -2.0045495e-02 -9.5274748e-02 -9.7574125e-01 -9.3863576e-01 -9.1929581e-01 9.6132350e-01 -1.0383816e-02 9.1476924e-03 -9.8910316e-01 -9.7257387e-01 -9.3224530e-01 7.6003205e-02 1.3069980e-02 -4.7007855e-03 -9.6997340e-01 -9.6384933e-01 -9.7058426e-01 -2.9183136e-02 -6.0810158e-02 9.9240933e-02 -9.2199061e-01 -9.4604664e-01 -9.3988974e-01 -9.5897704e-02 -4.1919957e-02 -5.7574313e-02 -9.4910569e-01 -9.7503653e-01 -9.6972648e-01 -9.4516748e-01 -9.3610501e-01 -9.4516748e-01 -9.3610501e-01 -9.6952458e-01 -9.6376418e-01 -9.2103022e-01 -9.0829140e-01 -9.6982404e-01 -9.6528705e-01 -9.7166269e-01 -9.4484943e-01 -9.4168687e-01 -9.7757925e-01 -9.3879002e-01 -9.1389683e-01 -9.7131377e-01 -9.6262430e-01 -9.6712920e-01 -9.7127882e-01 -9.6823458e-01 -9.7258875e-01 -9.1697444e-01 -9.5451430e-01 -9.4151034e-01 -9.2473858e-01 -9.4195058e-01 -9.4494281e-01 -9.4633017e-01 -9.4026555e-01 -9.6324288e-01 -9.6359316e-01 -9.2976907e-01 -9.1090966e-01 -9.6749163e-01 -9.6477080e-01
9 WALKING 2.7850284e-01 -1.8089197e-02 -1.1082051e-01 -2.3835356e-01 -2.0169696e-01 -5.7963647e-02 9.5186708e-01 -3.1434174e-02 -1.1585612e-01 -9.8097197e-01 -9.7124242e-01 -9.5552400e-01 7.0435727e-02 2.1225591e-02 4.1476274e-03 -2.0673379e-01 -2.7692993e-01 -4.0976453e-01 -8.0836060e-02 -6.2559871e-02 1.1162978e-01 -4.7616351e-01 -4.6705417e-01 -2.6568352e-01 -8.0920409e-02 -3.5628343e-02 -6.3340662e-02 -5.2698531e-01 -5.4920023e-01 -4.5788149e-01 -9.8084050e-02 -3.7942877e-01 -9.8084050e-02 -3.7942877e-01 -2.0373362e-01 -3.1711349e-01 -2.9454227e-01 -4.8972581e-01 -5.1025400e-01 -5.9986647e-01 -2.9471116e-01 -2.5767762e-01 -2.5080626e-01 -2.1801998e-01 -2.2397256e-01 -3.3796526e-02 -3.1426540e-01 -3.6770660e-01 -3.9954125e-01 -1.7022834e-01 -2.2838047e-01 -4.1910436e-01 -3.8367612e-01 -4.3690586e-01 -2.4022251e-01 -5.0740451e-01 -4.9099034e-01 -3.4236722e-01 -3.1880102e-01 -5.1389195e-01 -3.1687072e-01 -3.2233754e-01 -5.1379748e-01 -5.6271453e-01 -6.0258162e-01 -6.2435192e-01
9 WALKING_DOWNSTAIRS 2.9592345e-01 -2.0399427e-02 -9.1027879e-02 2.1339227e-01 -2.0831071e-01 -7.7153004e-03 9.3841777e-01 -3.5230465e-02 -8.2276175e-02 -9.5214122e-01 -9.3630656e-01 -8.7664130e-01 1.3019304e-01 -2.0686597e-02 2.6256885e-03 1.7623342e-02 -3.0944247e-01 -3.5951336e-01 -9.1638301e-02 -7.1259884e-02 1.1680440e-01 -3.9642920e-01 -3.4076523e-01 -2.7968515e-01 -9.4591202e-02 -5.9760833e-02 -6.7808060e-02 -5.0966931e-01 -4.4860245e-01 -4.1723955e-01 1.4588636e-01 2.6512013e-01 1.4588636e-01 2.6512013e-01 -1.6237609e-01 3.9907819e-02 -1.6892140e-01 -3.2233146e-01 -4.6902843e-01 -4.5585543e-01 1.0312851e-01 -1.8312046e-01 -1.0370582e-01 2.5048876e-01 -2.7356139e-01 -3.4949493e-02 -6.4535434e-02 -3.1364304e-01 -2.9367779e-01 9.3822434e-03 -3.5598182e-01 -4.2537741e-01 -3.2504289e-01 -3.1251220e-01 -2.5068659e-01 -4.2355877e-01 -3.6428257e-01 -3.5656147e-01 2.2220394e-01 8.8867167e-02 7.1687788e-03 7.0552614e-02 -3.4754023e-01 -4.2417074e-01 -4.6317205e-01 -4.8515891e-01
9 WALKING_UPSTAIRS 2.6243648e-01 -1.9510110e-02 -1.2521900e-01 -3.6144438e-01 -3.0220620e-01 -2.5343408e-01 9.0264778e-01 -3.7794782e-02 -2.6600987e-01 -9.5438356e-01 -9.0131732e-01 -8.9407108e-01 6.9226625e-02 1.2661222e-03 7.6604660e-03 -3.3529164e-01 -5.8614701e-01 -6.4729600e-01 -1.6396719e-01 -4.1258791e-02 1.4569463e-01 -3.4397663e-01 -4.0085907e-01 -1.3817648e-01 -6.8468959e-02 -3.0279745e-02 -2.3632791e-02 -6.6041953e-01 -7.0860477e-01 -6.5711420e-01 -2.6072758e-01 -4.0022204e-01 -2.6072758e-01 -4.0022204e-01 -4.4066754e-01 -4.4548540e-01 -8.3323449e-02 -4.2583976e-01 -6.7284056e-01 -7.4865126e-01 -3.4273595e-01 -4.0502280e-01 -3.8471042e-01 -3.6981578e-01 -2.9764106e-01 -2.4408181e-01 -4.0204475e-01 -6.0849859e-01 -6.1512571e-01 -3.2742199e-01 -5.9011292e-01 -6.7783108e-01 -3.1394163e-01 -4.9915920e-01 -3.2769867e-01 -3.6162638e-01 -3.5203309e-01 -1.6555455e-01 -3.7289035e-01 -5.0992946e-01 -4.1953311e-01 -4.8493575e-01 -5.3148269e-01 -4.5684133e-01 -7.3415945e-01 -7.8778159e-01
10 LAYING 2.8023057e-01 -2.4294484e-02 -1.1716864e-01 -9.6828368e-01 -9.4645430e-01 -9.5947149e-01 -4.5306974e-01 -1.3929768e-01 -3.1121624e-02 -9.5453194e-01 -9.6670116e-01 -9.6304564e-01 7.3815064e-02 1.5698997e-02 7.1668959e-03 -9.7800747e-01 -9.6693079e-01 -9.7625666e-01 -1.9555937e-02 -7.7032566e-02 1.0472048e-01 -9.6171320e-01 -9.5366021e-01 -9.7194060e-01 -1.0030825e-01 -3.8879792e-02 -5.9074491e-02 -9.6590058e-01 -9.6662104e-01 -9.8394930e-01 -9.5678182e-01 -9.4030165e-01 -9.5678182e-01 -9.4030165e-01 -9.7623444e-01 -9.6755698e-01 -9.3759100e-01 -9.2747117e-01 -9.7083085e-01 -9.5963293e-01 -9.6918421e-01 -9.5434185e-01 -9.6430085e-01 -9.6796804e-01 -9.4622915e-01 -9.5981367e-01 -9.7901467e-01 -9.6803917e-01 -9.7259221e-01 -9.7890436e-01 -9.6812069e-01 -9.7858234e-01 -9.5379391e-01 -9.5467003e-01 -9.6975578e-01 -9.6454457e-01 -9.5345350e-01 -9.7529880e-01 -9.5084811e-01 -9.4430497e-01 -9.6856112e-01 -9.6537755e-01 -9.3769264e-01 -9.3370132e-01 -9.6097682e-01 -9.6077288e-01
10 SITTING 2.7061206e-01 -1.5042682e-02 -1.0425324e-01 -9.8290183e-01 -9.1797953e-01 -9.6782698e-01 7.9188720e-01 -4.1260775e-02 2.0253457e-01 -9.7312835e-01 -9.3569001e-01 -9.6689852e-01 7.7537251e-02 8.9787546e-03 -4.9956643e-03 -9.8894641e-01 -9.8075679e-01 -9.8825580e-01 -4.3243218e-02 -6.7999360e-02 7.4595887e-02 -9.8887310e-01 -9.8437330e-01 -9.6044596e-01 -9.3155503e-02 -4.1121654e-02 -4.8941192e-02 -9.9232666e-01 -9.9258449e-01 -9.9025981e-01 -9.6075720e-01 -9.3966959e-01 -9.6075720e-01 -9.3966959e-01 -9.8805424e-01 -9.8520986e-01 -9.4420204e-01 -9.6306458e-01 -9.9370749e-01 -9.9169620e-01 -9.8494314e-01 -9.4045020e-01 -9.7464465e-01 -9.8224243e-01 -9.1283806e-01 -9.6612104e-01 -9.8936501e-01 -9.8096286e-01 -9.8605677e-01 -9.8955092e-01 -9.8204559e-01 -9.8911086e-01 -9.8647736e-01 -9.8617922e-01 -9.6539547e-01 -9.8971236e-01 -9.8357965e-01 -9.6241856e-01 -9.5528101e-01 -9.4151195e-01 -9.8590080e-01 -9.8326674e-01 -9.7445973e-01 -9.6245996e-01 -9.9219153e-01 -9.9140910e-01
10 STANDING 2.7665030e-01 -1.5541860e-02 -1.0796408e-01 -9.7840348e-01 -9.1956184e-01 -9.4127144e-01 9.5400879e-01 -4.3159783e-02 3.4698021e-02 -9.9125949e-01 -9.7541072e-01 -9.5957966e-01 8.0978439e-02 1.1900763e-02 -4.8584103e-03 -9.6431149e-01 -9.4132866e-01 -9.7643060e-01 -2.8185433e-02 -8.7682049e-02 1.0325156e-01 -9.2989506e-01 -9.5886116e-01 -9.5368110e-01 -1.0475383e-01 -3.7159300e-02 -5.8416255e-02 -9.5036755e-01 -9.7644502e-01 -9.6905103e-01 -9.5198891e-01 -9.3726454e-01 -9.5198891e-01 -9.3726454e-01 -9.6516382e-01 -9.5205821e-01 -9.2978726e-01 -9.2048681e-01 -9.7163766e-01 -9.6440941e-01 -9.7009981e-01 -9.2337875e-01 -9.5527238e-01 -9.8294925e-01 -9.2186048e-01 -9.3809868e-01 -9.6356517e-01 -9.4218776e-01 -9.7224151e-01 -9.6861214e-01 -9.4484739e-01 -9.7942873e-01 -9.2400591e-01 -9.6032380e-01 -9.5091573e-01 -9.3227394e-01 -9.5839986e-01 -9.5890126e-01 -9.4011017e-01 -9.4504824e-01 -9.5163369e-01 -9.5210596e-01 -9.3778674e-01 -9.2296155e-01 -9.6561408e-01 -9.6505582e-01
10 WALKING 2.7857408e-01 -1.7022351e-02 -1.0905751e-01 -1.7870973e-01 -2.2743165e-02 -3.9564507e-01 9.6309215e-01 -8.3827701e-02 5.4927624e-02 -9.7443516e-01 -9.7111472e-01 -9.5786273e-01 8.5794381e-02 4.0824879e-03 -1.6295320e-02 -5.2199101e-02 7.5080495e-02 -5.1166291e-01 1.0689498e-02 -8.1954078e-02 9.8669573e-02 -4.1420548e-01 -2.5085332e-01 -1.7452487e-01 -1.2270956e-01 -5.1920498e-02 -6.1126293e-02 -3.6606372e-01 -5.0968333e-01 -3.2907949e-01 -1.2740091e-01 -1.8560240e-01 -1.2740091e-01 -1.8560240e-01 -1.3262499e-01 3.7608338e-02 -1.5645873e-01 -4.0202514e-01 -4.4036364e-01 -5.0102792e-01 -1.1419000e-01 5.3391191e-02 -4.1218272e-01 -2.0636650e-01 -1.2977571e-01 -4.3530422e-01 -1.0794111e-01 3.0905202e-02 -4.6402051e-01 -7.9151827e-02 4.8486767e-02 -5.5851265e-01 -2.7791378e-01 -3.4520903e-01 -1.0853003e-01 -4.5829293e-01 -2.0439282e-01 -2.7329287e-01 -9.3023742e-02 -3.7047194e-01 2.0518952e-02 5.0208763e-02 -4.1261691e-01 -4.9975980e-01 -5.1506534e-01 -5.1767580e-01
10 WALKING_DOWNSTAIRS 2.9040159e-01 -2.0005077e-02 -1.1084860e-01 2.9573355e-01 4.0791536e-03 -1.8355756e-01 9.3980742e-01 -6.4616077e-02 4.1871541e-02 -9.3926761e-01 -9.3700382e-01 -9.0208522e-01 1.0095939e-01 1.0782490e-02 1.5261717e-04 2.2327581e-01 -1.0502036e-01 -3.1818842e-01 -1.2483959e-01 -1.0674254e-01 7.2443369e-02 -3.0474538e-01 -3.1140753e-01 -3.5302184e-02 -6.4376401e-02 -4.8937805e-02 -7.2041311e-02 -4.1698614e-01 -4.7165098e-01 -2.2713739e-01 2.5084377e-01 1.5699821e-01 2.5084377e-01 1.5699821e-01 5.0701023e-02 1.1087723e-01 -2.3846804e-02 -2.8038285e-01 -4.0185431e-01 -4.9410576e-01 2.1566527e-01 9.0466036e-03 -1.5772836e-01 3.2495774e-01 -6.3333772e-02 -2.6868617e-01 1.8141913e-01 -1.1950430e-01 -2.4067904e-01 1.5691268e-01 -1.5335580e-01 -3.9614793e-01 -2.1435028e-01 -2.7249571e-01 3.9136681e-02 -3.3951436e-01 -3.4323700e-01 -1.5039164e-01 2.2011570e-01 -6.1674284e-02 1.5697805e-01 3.8026670e-02 -3.1234751e-01 -3.8778010e-01 -4.8419648e-01 -5.4498852e-01
10 WALKING_UPSTAIRS 2.6712185e-01 -1.4385492e-02 -1.1818042e-01 -1.6159192e-01 -5.5528769e-03 -7.3874493e-02 9.3186103e-01 -5.6567028e-02 2.2752770e-02 -9.5921607e-01 -9.3703942e-01 -8.6474584e-01 6.4882930e-02 2.6631428e-02 -5.1337583e-02 -1.8722018e-01 -1.7780308e-01 -6.0752048e-01 7.3344717e-02 -9.5460022e-02 8.7966418e-02 -3.0853471e-01 4.1172467e-02 -3.2050933e-01 -1.5721254e-01 -3.7234852e-02 -3.6502174e-02 -4.2729134e-01 -6.0462906e-01 -4.8224480e-01 -2.6662329e-02 -2.1153748e-01 -2.6662329e-02 -2.1153748e-01 -2.6203804e-01 -2.2601020e-01 4.3857385e-02 -1.1306267e-01 -5.2346297e-01 -6.1827236e-01 -1.3941079e-01 -3.9068822e-02 -3.0120641e-01 -1.7195735e-01 -5.1628470e-02 -3.4234723e-02 -2.0121432e-01 -2.0687284e-01 -5.5323067e-01 -2.4759832e-01 -2.0279613e-01 -6.6289414e-01 -2.1852472e-01 -2.3585899e-01 -2.6276337e-01 -3.4130162e-01 1.7173579e-01 -4.0382208e-01 -1.6686672e-01 -3.6143753e-01 -1.5355315e-01 -3.3436504e-01 -2.6537169e-01 -1.6696938e-01 -6.0058300e-01 -6.7129056e-01
11 LAYING 2.8059297e-01 -1.7659805e-02 -1.0878658e-01 -9.8477733e-01 -9.7219687e-01 -9.7131118e-01 -1.3483203e-01 9.4301794e-01 1.1262019e-01 -9.7956560e-01 -9.9076558e-01 -9.8419261e-01 7.6664534e-02 1.2219385e-02 2.7769050e-03 -9.8525911e-01 -9.7277746e-01 -9.8211178e-01 -1.9174384e-02 -4.1559990e-02 1.5201902e-01 -9.8083688e-01 -9.8244264e-01 -9.5989743e-01 -1.0229750e-01 -4.1239143e-02 -6.6695749e-02 -9.8172484e-01 -9.9084572e-01 -9.8654906e-01 -9.8062118e-01 -9.7289183e-01 -9.8062118e-01 -9.7289183e-01 -9.8333063e-01 -9.7650486e-01 -9.5252375e-01 -9.5471318e-01 -9.9064125e-01 -9.8447648e-01 -9.8380137e-01 -9.7140394e-01 -9.7357681e-01 -9.8532221e-01 -9.7358929e-01 -9.7166808e-01 -9.8488487e-01 -9.7388250e-01 -9.7956484e-01 -9.8712268e-01 -9.7348672e-01 -9.8330295e-01 -9.7618747e-01 -9.8264027e-01 -9.6143442e-01 -9.8242459e-01 -9.8266063e-01 -9.6318390e-01 -9.7399400e-01 -9.7603770e-01 -9.7694077e-01 -9.7512653e-01 -9.6709336e-01 -9.5484905e-01 -9.8597884e-01 -9.8356947e-01
11 SITTING 2.7659020e-01 -1.4919562e-02 -1.1284022e-01 -9.8279656e-01 -9.2140212e-01 -9.6837018e-01 8.7196380e-01 2.1371631e-01 1.8853170e-01 -9.8806934e-01 -9.4979257e-01 -9.7166161e-01 7.6177732e-02 -2.1383855e-04 8.3340076e-03 -9.8033516e-01 -9.6676664e-01 -9.8344161e-01 -3.9998492e-02 -7.5528448e-02 7.6173942e-02 -9.8816491e-01 -9.8224904e-01 -9.5284431e-01 -9.4842348e-02 -3.9281305e-02 -5.0539546e-02 -9.9050152e-01 -9.8855482e-01 -9.8101604e-01 -9.6197076e-01 -9.4458183e-01 -9.6197076e-01 -9.4458183e-01 -9.7935564e-01 -9.7451173e-01 -9.5188447e-01 -9.5996449e-01 -9.8951903e-01 -9.8625666e-01 -9.8148145e-01 -9.3450318e-01 -9.7285511e-01 -9.8338981e-01 -9.2004716e-01 -9.6788439e-01 -9.8083175e-01 -9.6745462e-01 -9.8112486e-01 -9.8160794e-01 -9.6842148e-01 -9.8434961e-01 -9.8510688e-01 -9.8263664e-01 -9.5445382e-01 -9.8918951e-01 -9.8213792e-01 -9.5680277e-01 -9.5306601e-01 -9.4852199e-01 -9.7531533e-01 -9.7228913e-01 -9.6979995e-01 -9.6071124e-01 -9.8725597e-01 -9.8560723e-01
11 STANDING 2.7771556e-01 -1.7199089e-02 -1.0868663e-01 -9.9497888e-01 -9.6417333e-01 -9.8638271e-01 9.5646454e-01 -1.7308270e-01 1.2719842e-01 -9.9452940e-01 -9.8104783e-01 -9.8943325e-01 7.6009772e-02 1.2413097e-02 -7.4591623e-04 -9.9252740e-01 -9.7942828e-01 -9.9013299e-01 -2.9314152e-02 -7.6546504e-02 8.1058822e-02 -9.8024249e-01 -9.9421047e-01 -9.8063666e-01 -9.9519356e-02 -3.9599214e-02 -5.2473275e-02 -9.8669040e-01 -9.9557163e-01 -9.9066322e-01 -9.8485384e-01 -9.8030537e-01 -9.8485384e-01 -9.8030537e-01 -9.8924238e-01 -9.8885396e-01 -9.7997801e-01 -9.7707144e-01 -9.9342818e-01 -9.9257917e-01 -9.9380805e-01 -9.6870307e-01 -9.8766979e-01 -9.9557376e-01 -9.6350679e-01 -9.8595852e-01 -9.9238545e-01 -9.7928702e-01 -9.8846079e-01 -9.9341456e-01 -9.8118582e-01 -9.9037815e-01 -9.7830172e-01 -9.9402549e-01 -9.8076297e-01 -9.8100912e-01 -9.9435309e-01 -9.8230878e-01 -9.8225541e-01 -9.8150397e-01 -9.8863660e-01 -9.8802123e-01 -9.8257652e-01 -9.7743771e-01 -9.9298102e-01 -9.9227747e-01
